image,split,class,spai
5-133295675-214946.jpg,test,1,0.996859073638916
5-155655882-143985.jpg,test,1,0.9999971389770508
5-137353620-908999.jpg,test,1,0.9969629645347595
5-143679285-188724.jpg,test,1,0.9999991655349731
5-113015703-900264.jpg,test,1,0.9869372248649597
5-160556517-340538.jpg,test,1,0.7356832027435303
5-238237867-818575.jpg,test,1,0.9999995231628418
5-209608436-762431.jpg,test,1,0.9995948672294617
5-21327158-327853.jpg,test,1,0.9999992847442627
5-15156127-207786.jpg,test,1,1.0
5-201434172-232215.jpg,test,1,1.0
5-209380950-979342.jpg,test,1,0.9999208450317383
5-134151361-551797.jpg,test,1,0.9999997615814209
5-227711243-683242.jpg,test,1,1.0
5-133235783-20820.jpg,test,1,0.9999842643737793
5-115136493-823822.jpg,test,1,0.9999990463256836
5-224068997-286023.jpg,test,1,0.9882886409759521
5-189063835-373815.jpg,test,1,0.7310910820960999
5-166056697-833646.jpg,test,1,0.551165759563446
5-186762247-227971.jpg,test,1,0.9985136389732361
5-203015554-288844.jpg,test,1,0.9999998807907104
5-100987244-519208.jpg,test,1,0.9989234805107117
5-1154762-399128.jpg,test,1,1.0
5-23386206-733504.jpg,test,1,0.9686300158500671
5-1106471-731307.jpg,test,1,0.9999954700469971
5-238237867-376745.jpg,test,1,0.794346034526825
5-186171346-387236.jpg,test,1,0.7946765422821045
5-176738033-320978.jpg,test,1,0.9526805877685547
5-211156194-49501.jpg,test,1,1.0
5-199223102-707753.jpg,test,1,0.9999790191650391
5-17461414-456232.jpg,test,1,0.999747097492218
5-129769155-547349.jpg,test,1,1.0
5-136546384-907417.jpg,test,1,0.9734737277030945
5-148633346-101214.jpg,test,1,1.0
5-177966370-34051.jpg,test,1,0.9985488057136536
5-201813494-946410.jpg,test,1,0.9999996423721313
5-160380645-65845.jpg,test,1,1.0
5-152577624-307450.jpg,test,1,0.9872255921363831
5-209608436-149734.jpg,test,1,0.9995658993721008
5-228689026-119800.jpg,test,1,0.9999979734420776
5-119314779-806091.jpg,test,1,0.9999998807907104
5-161346691-584615.jpg,test,1,0.989406406879425
5-154580639-822549.jpg,test,1,0.9984523057937622
5-225361249-848094.jpg,test,1,0.7037084698677063
5-162968150-479959.jpg,test,1,0.9999300241470337
5-230029647-325476.jpg,test,1,0.7277687191963196
5-17461414-403972.jpg,test,1,1.0
5-158819703-85486.jpg,test,1,0.9999992847442627
5-167025549-429211.jpg,test,1,0.9999780654907227
5-182242575-406265.jpg,test,1,0.9999920129776001
5-232950822-828706.jpg,test,1,0.9999908208847046
5-219184768-595808.jpg,test,1,0.9999792575836182
5-144348499-84735.jpg,test,1,0.9997420907020569
5-210909918-931177.jpg,test,1,0.9993420243263245
5-129769155-844566.jpg,test,1,0.9994726777076721
5-205700797-540607.jpg,test,1,0.9999929666519165
5-189979846-854990.jpg,test,1,0.9995079040527344
5-17962414-528411.jpg,test,1,0.9989821314811707
5-116681513-714688.jpg,test,1,0.9823448657989502
5-124190293-428260.jpg,test,1,0.9995447993278503
5-211929074-66536.jpg,test,1,0.9985431432723999
5-165062349-486207.jpg,test,1,0.19997772574424744
5-176154760-982026.jpg,test,1,0.9892025589942932
5-190519891-271391.jpg,test,1,0.9953871369361877
5-140358460-539906.jpg,test,1,0.9999997615814209
5-14127333-74730.jpg,test,1,0.9920005798339844
5-214587636-972969.jpg,test,1,0.9901536107063293
5-206344583-246362.jpg,test,1,0.9992974996566772
5-124190293-527732.jpg,test,1,0.9994284510612488
5-231411610-706529.jpg,test,1,0.9999979734420776
5-211929074-119765.jpg,test,1,0.9999985694885254
5-232391121-702374.jpg,test,1,1.0
5-109703492-365119.jpg,test,1,0.9997550845146179
5-12577804-871944.jpg,test,1,0.9999998807907104
5-209799665-199629.jpg,test,1,1.0
5-208547821-505092.jpg,test,1,0.9999994039535522
5-152962467-183538.jpg,test,1,0.9131565690040588
5-109703492-877138.jpg,test,1,1.0
5-21327158-960470.jpg,test,1,0.9999028444290161
5-231411610-276742.jpg,test,1,0.9999576807022095
5-203935994-638016.jpg,test,1,1.0
5-241660245-473907.jpg,test,1,0.9999951124191284
5-232950822-745955.jpg,test,1,0.994621753692627
5-155887149-292743.jpg,test,1,0.9910359382629395
5-111966185-186744.jpg,test,1,0.9999986886978149
5-144272302-894872.jpg,test,1,0.9999997615814209
5-207428297-776696.jpg,test,1,0.9988905787467957
5-201434172-388965.jpg,test,1,0.9999840259552002
5-116272423-625875.jpg,test,1,0.9999904632568359
5-16135195-531373.jpg,test,1,0.9945570230484009
5-128214295-719694.jpg,test,1,0.9997956156730652
5-235578888-429691.jpg,test,1,0.9998818635940552
5-233710718-696576.jpg,test,1,0.9999997615814209
5-12577804-236642.jpg,test,1,1.0
5-126534556-832354.jpg,test,1,0.9999476671218872
5-12577804-964508.jpg,test,1,0.9990978240966797
5-147098385-620330.jpg,test,1,0.9994128942489624
5-127294880-946005.jpg,test,1,0.6365020871162415
5-112836238-766057.jpg,test,1,0.9999762773513794
5-235573188-206906.jpg,test,1,0.9997944235801697
5-189621055-8988.jpg,test,1,0.999993085861206
5-201614559-867732.jpg,test,1,0.999962568283081
5-146079875-898669.jpg,test,1,0.9999998807907104
5-16135195-759393.jpg,test,1,0.9999866485595703
5-177966370-185965.jpg,test,1,0.9999994039535522
5-162597779-255793.jpg,test,1,1.0
5-211728062-647559.jpg,test,1,1.0
5-23386206-516383.jpg,test,1,0.9999873638153076
5-175491079-224400.jpg,test,1,0.9980818033218384
5-108539585-107926.jpg,test,1,1.0
5-212274717-956342.jpg,test,1,0.9999998807907104
5-139438191-441547.jpg,test,1,0.9979997277259827
5-206228750-432713.jpg,test,1,0.9999998807907104
5-214458685-183531.jpg,test,1,0.9942061901092529
5-116272423-324711.jpg,test,1,0.9937915205955505
5-156838631-519063.jpg,test,1,0.9966397285461426
5-224408781-338241.jpg,test,1,1.0
5-157090265-60982.jpg,test,1,0.9999998807907104
5-235573188-811832.jpg,test,1,0.9999998807907104
5-199223102-294200.jpg,test,1,0.9997921586036682
5-207870426-271970.jpg,test,1,0.9985186457633972
5-223008265-842952.jpg,test,1,1.0
5-119314779-274760.jpg,test,1,0.9997887015342712
5-176184246-877028.jpg,test,1,0.999983549118042
5-210693957-521801.jpg,test,1,0.9820720553398132
5-235397756-120370.jpg,test,1,1.0
5-189979846-163662.jpg,test,1,0.9925414323806763
5-210909918-966630.jpg,test,1,1.0
5-19828888-177050.jpg,test,1,0.9575058221817017
