image,split,class,spai
maxime-maufra_douarnenez-in-sunshine-1897.jpg,test,1,0.9979230761528015
maurice-prendergast_floral-still-life-1913.jpg,test,1,0.5796020030975342
paul-gauguin_washerwomen-at-roubine-du-roi-1888.jpg,test,1,0.9999884366989136
kees-van-dongen_torso-the-idol-1905.jpg,test,1,0.9558296799659729
henri-matisse_basket-with-oranges-1913.jpg,test,1,1.0
henri-matisse_still-life-9.jpg,test,1,0.8781535029411316
paul-cezanne_little-girl-with-a-doll-1904.jpg,test,1,0.9748329520225525
theo-van-rysselberghe_still-life-with-plums-1926.jpg,test,1,0.9991427659988403
edouard-cortes_caf-de-la-paix-paris.jpg,test,1,0.9999979734420776
henri-de-toulouse-lautrec_henri-gabriel-ibels-1893.jpg,test,1,1.0
konstantin-yuon_elderberry-bush-decorative-landscape-pskov-1907.jpg,test,1,1.0
pyotr-konchalovsky_mounds-the-park-1948.jpg,test,1,8.228447355993276e-15
maurice-prendergast_surf-nantasket.jpg,test,1,2.878811780883002e-36
franz-marc_siberian-sheepdogs.jpg,test,1,1.295081074204063e-05
maurice-utrillo_renoir-s-garden.jpg,test,1,2.488627003565069e-16
ryuzaburo-umehara_autumn-landscape.jpg,test,1,2.2572388402863908e-11
theo-van-doesburg_still-life-1906.jpg,test,1,0.9628205895423889
khimich-yuriy-ivanovich_vyizd-v-genuezku-fortetsyu-1962.jpg,test,1,3.698290914512202e-19
xu-beihong_portrait-of-rabindranath-tagore.jpg,test,1,0.17865021526813507
andre-derain_portrait-of-a-woman-1913.jpg,test,1,0.987163782119751
felix-vallotton_the-bistro.jpg,test,1,0.653135359287262
milton-avery_sally-avery-with-still-life-1926.jpg,test,1,0.6662579774856567
grace-cossington-smith_figure-through-flowers-1935.jpg,test,1,3.354188757788873e-28
maxime-maufra_bretons-on-the-way.jpg,test,1,0.9977964162826538
samuel-peploe_still-life-1.jpg,test,1,4.498376802075654e-05
medi-wechsler-dinu_unknown-title-3.jpg,test,1,0.9999998807907104
alfred-freddy-krupa_summer-rain-or-above-the-water-lilies.jpg,test,1,0.9742990732192993
nicolae-tonitza_back-nude-1929.jpg,test,1,0.4438430964946747
edouard-cortes_rue-royale-madeleine-winter.jpg,test,1,1.3441429560268634e-24
raoul-dufy_the-fish-market-marseille.jpg,test,1,3.156234708607945e-15
nutzi-acontz_unknown-title-1.jpg,test,1,1.0
ion-theodorescu-sion_landscape-1912.jpg,test,1,0.8875667452812195
raoul-dufy_naked-1928.jpg,test,1,0.999963641166687
pablo-picasso_portrait-of-corina-romeu-1902.jpg,test,1,3.1486769815802393e-26
anita-malfatti_burrinho-correndo-1909.jpg,test,1,0.9998675584793091
konstantin-ivanovich-gorbatov_view-of-venice-1929.jpg,test,1,0.331868976354599
paul-gauguin_christmas-night-1894.jpg,test,1,0.9954889416694641
