image,split,class,spai
yasuo-kuniyoshi_pretzels-1927.jpg,test,1,2.4412196708567535e-08
neil-welliver_amon-s-orchard.jpg,test,1,1.0
max-pechstein_killing-of-the-banquet-roast-1912.jpg,test,1,0.0
xu-beihong_galloping-stallion-1937.jpg,test,1,6.034018016181162e-22
nikolai-kulbin_illustration-to-bobeobi-by-khlebnikov.jpg,test,1,1.0
karl-schmidt-rottluff_sea-snails-1953.jpg,test,1,1.445507186170758e-10
abraham-manievich_quiet-autumn-day.jpg,test,1,1.0
bruno-schulz_self-portrait-at-the-drawing-board-1919.jpg,test,1,0.9998767375946045
ion-tuculescu_charming-sea.jpg,test,1,0.0016953632002696395
kerry-james-marshal_campfire-girls-1995.jpg,test,1,0.9999996423721313
george-mavroides_on-a-couch.jpg,test,1,0.9672996401786804
rufino-tamayo_ninos-1924.jpg,test,1,1.0
bahman-mohasses_untitled-15.jpg,test,1,0.6033120155334473
clyfford-still_1936-7-no-2-1936.jpg,test,1,0.9966763257980347
karl-schrag_treetops-autumn-moon-1972.jpg,test,1,9.964733157771514e-17
jackson-pollock_landscape-with-steer-1937-1.jpg,test,1,3.475095322613697e-09
maggie-laubser_bird-in-a-landscape-with-rays.jpg,test,1,1.0
george-bouzianis_lady-with-umbrella-1935.jpg,test,1,0.9998760223388672
corrado-zani_senza-titolo-6.jpg,test,1,9.191617778014916e-08
gustave-de-smet_the-port-of-ostend-1922.jpg,test,1,1.0
paul-nash_the-creation-of-sun-and-moon-1924.jpg,test,1,5.956854373447326e-29
jean-helion_la-citrouille-et-son-reflet-1958.jpg,test,1,1.0
carl-holsoe_motherhood.jpg,test,1,1.0
george-luks_lower-ausable-lake-adirondacks.jpg,test,1,0.0029982246924191713
pinchus-kremegne_village-de-bourgogne.jpg,test,1,1.0
kathe-kollwitz_not_detected_235974.jpg,test,1,0.997122585773468
lajos-gulacsy_self-portrait-1903.jpg,test,1,0.9970605969429016
andre-derain_black-scarf-1935.jpg,test,1,1.0
francis-bacon_study-for-self-portrait-1982.jpg,test,1,0.9751164317131042
teodor-harsia_through-the-rain.jpg,test,1,1.1511287034693396e-08
william-h-johnson_self-portrait-1935.jpg,test,1,0.999893307685852
louisa-matthiasdottir_self-portrait-1982.jpg,test,1,6.634569217567332e-06
lynd-ward_not-detected-272536.jpg,test,1,6.836430382760617e-27
marino-marini_l-angelo-della-citta-1948.jpg,test,1,0.8890135288238525
edvard-munch_puberty-1894.jpg,test,1,0.9999985694885254
yasuo-kuniyoshi_self-portrait-as-a-golf-player-1925.jpg,test,1,1.5080701132319518e-09
xu-beihong_a-standing-horse-1941.jpg,test,1,0.9998974800109863
marie-laurencin_the-kiss-1927.jpg,test,1,0.6228876113891602
john-bratby_ann-thinking-with-flowers-1960.jpg,test,1,0.9999998807907104
antonio-carneiro_contempla-o-1911.jpg,test,1,0.7992082238197327
francis-gruber_crucifixion-1935.jpg,test,1,0.86496901512146
anton-prinner_female-busts-and-swirl-of-hands.jpg,test,1,0.9998617172241211
walter-gramatte_tired-soldier-i-1919.jpg,test,1,0.5056056380271912
richard-gerstl_man-in-meadow-alban-berg-1907.jpg,test,1,5.611327651422471e-07
frantisek-hudecek_a-couple-1939.jpg,test,1,1.8503917090129107e-05
victor-zaretsky_still-life-1980.jpg,test,1,2.6749636433893935e-31
otto-mueller_zwei-madchen-im-wald-1919.jpg,test,1,8.93960461212373e-10
tia-peltz_smile.jpg,test,1,0.4625234305858612
irma-stern_watusi-policemen-1942.jpg,test,1,1.0
