image,split,class,spai
0-156679642-714931.jpg,test,1,1.0
0-123460904-615769.jpg,test,1,1.0
0-134853525-934078.jpg,test,1,1.0
0-11778521-474643.jpg,test,1,1.0
0-104200002-177575.jpg,test,1,1.0
0-213911066-83703.jpg,test,1,1.0
0-235700553-842883.jpg,test,1,1.0
0-130356758-47202.jpg,test,1,1.0
0-116204597-957321.jpg,test,1,1.0
0-21669342-729312.jpg,test,1,1.0
0-203179713-358740.jpg,test,1,1.0
0-116509224-90053.jpg,test,1,1.0
0-163230990-16432.jpg,test,1,1.0
0-104019215-441187.jpg,test,1,1.0
0-153166994-99842.jpg,test,1,1.0
0-155581197-715390.jpg,test,1,1.0
0-202835263-109665.jpg,test,1,1.0
0-21669342-773639.jpg,test,1,1.0
0-235700553-54261.jpg,test,1,1.0
0-24726311-617403.jpg,test,1,1.0
0-185079093-214806.jpg,test,1,1.0
0-150604915-161607.jpg,test,1,1.0
0-154662006-324060.jpg,test,1,1.0
0-139510046-268780.jpg,test,1,1.0
0-237277049-226918.jpg,test,1,1.0
0-143899040-452449.jpg,test,1,1.0
0-108834529-259141.jpg,test,1,1.0
0-242801063-489675.jpg,test,1,1.0
0-124651574-171882.jpg,test,1,1.0
0-216536688-415911.jpg,test,1,0.9999998807907104
0-172357547-736905.jpg,test,1,1.0
0-242636868-770878.jpg,test,1,1.0
0-129122018-809719.jpg,test,1,1.0
0-238642300-405091.jpg,test,1,1.0
0-118575853-488136.jpg,test,1,1.0
0-166908949-707343.jpg,test,1,1.0
0-226450116-118708.jpg,test,1,1.0
0-19671260-777633.jpg,test,1,1.0
0-112152961-140831.jpg,test,1,1.0
0-114401364-997880.jpg,test,1,1.0
0-164095215-139817.jpg,test,1,1.0
0-242636868-902121.jpg,test,1,1.0
0-124651574-114452.jpg,test,1,1.0
0-222291166-168924.jpg,test,1,1.0
0-230002427-781436.jpg,test,1,1.0
0-100086213-128066.jpg,test,1,1.0
0-129090455-502957.jpg,test,1,1.0
0-104897121-508061.jpg,test,1,1.0
0-110209300-49422.jpg,test,1,1.0
0-140092772-343699.jpg,test,1,1.0
0-165925346-857514.jpg,test,1,1.0
0-108350195-792543.jpg,test,1,1.0
0-132456992-805285.jpg,test,1,1.0
0-118267338-571341.jpg,test,1,1.0
0-207275333-39474.jpg,test,1,1.0
0-182609928-931707.jpg,test,1,1.0
0-241390877-763118.jpg,test,1,1.0
0-209902066-513456.jpg,test,1,1.0
0-152556126-605288.jpg,test,1,1.0
0-192932385-572337.jpg,test,1,1.0
0-194564828-806181.jpg,test,1,1.0
0-116122775-848228.jpg,test,1,1.0
0-100086213-390322.jpg,test,1,1.0
0-114816183-257737.jpg,test,1,1.0
0-153573535-869197.jpg,test,1,1.0
0-234001569-462931.jpg,test,1,1.0
0-202204641-640086.jpg,test,1,1.0
0-138927274-354254.jpg,test,1,1.0
0-118424634-571245.jpg,test,1,1.0
0-122533794-692073.jpg,test,1,1.0
0-212351908-646444.jpg,test,1,1.0
0-163612227-584594.jpg,test,1,1.0
0-183804824-146458.jpg,test,1,1.0
0-113542627-663796.jpg,test,1,1.0
0-235554429-119924.jpg,test,1,1.0
0-244466995-477053.jpg,test,1,1.0
0-120130818-418267.jpg,test,1,1.0
0-104011471-460053.jpg,test,1,1.0
0-140092772-184304.jpg,test,1,1.0
0-123972256-393407.jpg,test,1,1.0
0-21567933-92797.jpg,test,1,1.0
0-242905561-446904.jpg,test,1,1.0
0-21567933-904591.jpg,test,1,1.0
0-179908827-121084.jpg,test,1,1.0
0-213821031-527559.jpg,test,1,1.0
0-151895642-586200.jpg,test,1,1.0
0-198756101-201861.jpg,test,1,1.0
0-134853525-838569.jpg,test,1,1.0
0-186474134-709467.jpg,test,1,1.0
0-235554429-377577.jpg,test,1,1.0
0-221780879-187664.jpg,test,1,1.0
0-113542627-104045.jpg,test,1,1.0
0-130537308-55941.jpg,test,1,1.0
0-236123044-72848.jpg,test,1,1.0
0-188775966-868411.jpg,test,1,1.0
0-183804824-849279.jpg,test,1,1.0
0-222291166-132613.jpg,test,1,1.0
0-108834529-930755.jpg,test,1,1.0
0-175868694-937726.jpg,test,1,1.0
0-221780879-272306.jpg,test,1,1.0
0-249469595-257790.jpg,test,1,1.0
0-151644804-316419.jpg,test,1,1.0
0-189625520-17451.jpg,test,1,1.0
0-213489658-331712.jpg,test,1,1.0
0-154996699-117277.jpg,test,1,1.0
0-251381532-911573.jpg,test,1,1.0
0-100086213-342046.jpg,test,1,1.0
0-217929242-286806.jpg,test,1,1.0
0-233982821-48689.jpg,test,1,1.0
0-168167296-263688.jpg,test,1,1.0
0-172478860-191658.jpg,test,1,1.0
0-213821031-830458.jpg,test,1,1.0
0-116101929-481484.jpg,test,1,1.0
0-102916928-276384.jpg,test,1,1.0
0-118267338-182416.jpg,test,1,1.0
0-170892855-899419.jpg,test,1,1.0
0-13801089-93180.jpg,test,1,1.0
0-146886608-861721.jpg,test,1,1.0
0-237934371-60144.jpg,test,1,1.0
0-224241327-778962.jpg,test,1,1.0
0-192667552-735786.jpg,test,1,1.0
0-124651574-345356.jpg,test,1,1.0
0-232719521-471767.jpg,test,1,1.0
0-198262105-545921.jpg,test,1,1.0
0-202204641-384204.jpg,test,1,1.0
0-233982821-835982.jpg,test,1,1.0
0-205677806-927162.jpg,test,1,1.0
0-140617902-316449.jpg,test,1,1.0
0-166659387-581795.jpg,test,1,1.0
0-166659387-242055.jpg,test,1,1.0
0-104019215-318107.jpg,test,1,1.0
0-251381532-635820.jpg,test,1,1.0
0-223108282-955284.jpg,test,1,1.0
0-222291166-674281.jpg,test,1,1.0
0-230002427-852490.jpg,test,1,1.0
0-157664795-818930.jpg,test,1,1.0
0-107527415-375208.jpg,test,1,1.0
0-144088751-671128.jpg,test,1,1.0
0-198521230-770127.jpg,test,1,1.0
0-22034285-25834.jpg,test,1,1.0
0-14608447-453411.jpg,test,1,1.0
0-225354793-925501.jpg,test,1,1.0
0-147602474-752706.jpg,test,1,1.0
0-19740654-993852.jpg,test,1,1.0
0-150703488-101762.jpg,test,1,1.0
0-179908827-164019.jpg,test,1,1.0
0-230002427-391817.jpg,test,1,1.0
0-152528209-156083.jpg,test,1,1.0
0-233982821-419933.jpg,test,1,1.0
0-216602119-790978.jpg,test,1,1.0
0-138927274-581713.jpg,test,1,1.0
0-231721644-283526.jpg,test,1,1.0
0-120130818-181156.jpg,test,1,1.0
0-101570382-712800.jpg,test,1,1.0
0-184985543-990841.jpg,test,1,1.0
