image,split,class,spai
6-219919272-113237.jpg,test,1,1.0
6-177033426-701124.jpg,test,1,1.0
6-218233056-680118.jpg,test,1,0.9999877214431763
6-122570289-396870.jpg,test,1,0.9999959468841553
6-229623718-375784.jpg,test,1,0.9991893172264099
6-163695361-4831.jpg,test,1,1.0
6-105052453-268551.jpg,test,1,0.9996984004974365
6-212846698-719796.jpg,test,1,0.9999997615814209
6-209468611-160343.jpg,test,1,1.0
6-115291964-70271.jpg,test,1,1.0
6-193021905-671683.jpg,test,1,1.0
6-184913145-1033.jpg,test,1,1.0
6-13128514-851180.jpg,test,1,0.9999998807907104
6-165257033-587396.jpg,test,1,1.0
6-128052573-541263.jpg,test,1,1.0
6-227807235-641865.jpg,test,1,0.988996148109436
6-219919272-581025.jpg,test,1,1.0
6-190227434-32428.jpg,test,1,0.4613099694252014
6-127824045-254776.jpg,test,1,0.4107619524002075
6-108823146-196661.jpg,test,1,0.9997065663337708
6-163962126-171054.jpg,test,1,0.9999997615814209
6-200049635-343885.jpg,test,1,1.0
6-164444146-461890.jpg,test,1,1.0
6-161951723-72328.jpg,test,1,0.9999943971633911
6-223639820-565173.jpg,test,1,0.9998756647109985
6-184913145-89111.jpg,test,1,1.0
6-167213196-678395.jpg,test,1,1.0
6-150703525-189724.jpg,test,1,0.9993317723274231
6-176876562-353468.jpg,test,1,1.0
6-222976140-944306.jpg,test,1,0.9999988079071045
6-136863991-223249.jpg,test,1,1.0
6-114309868-981981.jpg,test,1,0.754216730594635
6-127824045-224355.jpg,test,1,1.0
6-232190228-131385.jpg,test,1,1.0
6-153261553-917830.jpg,test,1,0.9999991655349731
6-143806640-569916.jpg,test,1,0.9999957084655762
6-144536749-899967.jpg,test,1,1.0
6-201144785-495612.jpg,test,1,0.9993119239807129
6-160447895-219991.jpg,test,1,1.0
6-150559741-834379.jpg,test,1,0.9999998807907104
6-232190228-714557.jpg,test,1,1.0
6-174134254-185193.jpg,test,1,0.9327177405357361
6-132354689-582578.jpg,test,1,0.9996175765991211
6-164444146-460116.jpg,test,1,1.0
6-161786939-567765.jpg,test,1,0.9999977350234985
6-225225599-722617.jpg,test,1,1.0
6-168140287-180138.jpg,test,1,1.0
6-139458223-766919.jpg,test,1,0.9999998807907104
6-226644232-799125.jpg,test,1,1.0
6-105052453-694568.jpg,test,1,1.0
6-10511087-911561.jpg,test,1,0.9999953508377075
6-223237128-328094.jpg,test,1,0.9999130964279175
6-20150584-138390.jpg,test,1,1.0
