image,class,prediction
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/renaissance/adam-van-noort_allegory-of-the-five-senses.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/renaissance/agnolo-bronzino_altarpiece.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/renaissance/agnolo-bronzino_christ-in-limbo-1552.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/renaissance/agnolo-bronzino_eleonora-da-toledo-1562.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/renaissance/agnolo-bronzino_francesco-i-de-medici-grand-duke-of-tuscany.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/renaissance/agnolo-bronzino_lucrezia-di-cosimo.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/renaissance/agnolo-bronzino_pietro-de-medici.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/renaissance/agnolo-bronzino_portrait-of-a-young-man.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/renaissance/agnolo-bronzino_portrait-of-cosimo-i-de-medici-as-orpheus.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/renaissance/agnolo-bronzino_portrait-of-ferdinando-de-medici.jpg,0,0.0227
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/renaissance/agnolo-bronzino_portrait-of-laura-battiferri.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/renaissance/agnolo-bronzino_portrait-of-maria-de-medici-1553.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/renaissance/agnolo-bronzino_portrait-of-nano-morgante-1552-1.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/renaissance/agnolo-bronzino_saint-john-the-baptist-1553.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/renaissance/agnolo-bronzino_the-holy-family.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/renaissance/agnolo-bronzino_unknown-lady.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/renaissance/agnolo-bronzino_venus-cupid-and-envy.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/renaissance/agnolo-bronzino_venus-cupido-and-satyr.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/renaissance/albrecht-altdorfer_beheading-of-st-catherine-1506.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/renaissance/albrecht-altdorfer_calvary-1526.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/renaissance/albrecht-altdorfer_christ-taking-leave-of-his-mother-1520.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/renaissance/albrecht-altdorfer_crusade.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/renaissance/albrecht-altdorfer_entombment-of-christ-1518.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/renaissance/albrecht-altdorfer_landscape-with-satyrfamilie-1507.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/renaissance/albrecht-altdorfer_mary-with-the-child-1525.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/renaissance/albrecht-altdorfer_portrait-of-a-woman-1530.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/renaissance/albrecht-altdorfer_the-battle-of-issus-fragment-1.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/renaissance/albrecht-altdorfer_the-battle-of-issus-fragment.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/renaissance/albrecht-altdorfer_the-departure-of-saint-florain.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/renaissance/albrecht-durer_agony-in-the-garden-1515.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/renaissance/albrecht-durer_amorous-peasants.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/renaissance/albrecht-durer_apostle.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/renaissance/albrecht-durer_chest.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/renaissance/albrecht-durer_christ-and-mary-magdalene.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/renaissance/albrecht-durer_christ-before-pilate-1511.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/renaissance/albrecht-durer_christ-boy.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/renaissance/albrecht-durer_christ-on-the-cross-1.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/renaissance/albrecht-durer_christ-on-the-mount-of-olives-1521.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/renaissance/albrecht-durer_christ-taken-captive-1510.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/renaissance/albrecht-durer_christ-taking-leave-of-his-mother-1511.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/renaissance/albrecht-durer_combined-coat-of-arms-of-the-tucher-and-rieter-families-1499.jpg,0,0.0
/home/stu14/s16/acm7552/Capstone/data/Real_AI_SD_LD_Dataset/test/renaissance/albrecht-durer_drawing-from-the-tarot-the-muse-thalia.jpg,0,0.0
